title                    	CLASS	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
lcl|U00096.3_cds_AAC76699	HOST	0.3182	0.2955	0.2429	0.3582	0.217	0.067	0.453	61	0.526	0.542	95	107	-0.059813	0.149533
lcl|U00096.3_cds_AAC76700	HOST	0.2174	0.2174	0.3981	0.3786	0.189	0.043	0.432	49.47	0.485	0.495	132	142	0.124648	0.140845
lcl|U00096.3_cds_AAC76701	HOST	0.3054	0.2488	0.3876	0.2393	0.142	-0.037	0.396	55.24	0.414	0.548	447	455	-0.723956	0.09011
lcl|U00096.3_cds_AAC76702	HOST	0.4691	0.2535	0.255	0.2152	0.209	0.066	0.462	47.81	0.385	0.541	550	561	-0.675401	0.101604
lcl|U00096.3_cds_AAC76703	HOST	0.381	0.2987	0.3427	0.2737	0.24	0.01	0.426	54.3	0.429	0.437	282	297	-0.244108	0.107744
lcl|U00096.3_cds_3630_[ge	HOST	0.2698	0.4	0.2475	0.3077	0.301	0.28	0.578	50.71	0.57	0.539	249	269	-0.326766	0.107807
lcl|U00096.3_cds_3631_[ge	HOST	0.2691	0.3565	0.2171	0.3808	0.34	0.224	0.54	43.93	0.588	0.523	507	537	0.603352	0.106145
lcl|U00096.3_cds_AAC76707	HOST	0.4091	0.2121	0.3446	0.237	0.2	0.061	0.467	53.59	0.369	0.53	225	227	-0.671366	0.052863
lcl|U00096.3_cds_AAC76708	HOST	0.4792	0.2271	0.2461	0.2326	0.197	-0.008	0.424	49.58	0.376	0.54	521	537	-0.794972	0.126629
lcl|U00096.3_cds_AAC76709	HOST	0.3611	0.25	0.3883	0.2079	0.155	-0.086	0.378	45.66	0.378	0.515	127	130	-1.115385	0.115385
lcl|U00096.3_cds_AAC76710	HOST	0.3654	0.2019	0.4526	0.1848	0.17	0.02	0.42	49.31	0.319	0.505	119	124	-0.818548	0.120968
lcl|U00096.3_cds_AAC76711	HOST	0.2222	0.2099	0.3924	0.4	0.205	0.058	0.448	61	0.49	0.559	96	102	-0.487255	0.078431
lcl|U00096.3_cds_AAC76712	HOST	0.2919	0.289	0.3434	0.2534	0.164	-0.004	0.416	55.62	0.462	0.576	377	387	-0.657623	0.085271
lcl|U00096.3_cds_AAC76713	HOST	0.3531	0.2517	0.3557	0.2551	0.2	0.092	0.472	53.66	0.414	0.534	326	338	-0.684911	0.106509
lcl|U00096.3_cds_AAC76714	HOST	0.4271	0.2734	0.2089	0.2491	0.202	0.102	0.471	49.54	0.439	0.546	401	416	-0.329327	0.129808
lcl|U00096.3_cds_AAT48197	HOST	0.3605	0.2382	0.3167	0.2374	0.13	-0.028	0.402	55.31	0.41	0.557	346	354	-0.996328	0.067797
lcl|U00096.3_cds_AAT48198	HOST	0.3111	0.35	0.2727	0.2041	0.191	0.116	0.487	59.34	0.487	0.611	191	197	-0.922843	0.06599
lcl|U00096.3_cds_AAC76716	HOST	0.3175	0.3214	0.319	0.2234	0.179	0.03	0.438	54.72	0.46	0.552	272	283	-0.680565	0.084806
lcl|U00096.3_cds_AAT48199	HOST	0.1495	0.3247	0.2931	0.411	0.125	0.082	0.452	49.36	0.619	0.562	210	222	-0.703153	0.067568
lcl|U00096.3_cds_AAT48200	HOST	0.3038	0.2468	0.3605	0.3507	0.184	0.022	0.417	50.93	0.46	0.44	187	209	-0.295694	0.124402
lcl|U00096.3_cds_AAC76720	HOST	0.3242	0.3973	0.198	0.3462	0.42	0.301	0.594	40.88	0.575	0.512	261	270	-0.001852	0.077778
lcl|U00096.3_cds_AAC76721	HOST	0.3679	0.2453	0.3366	0.2268	0.169	0.036	0.463	54.12	0.397	0.532	121	124	-0.612097	0.096774
lcl|U00096.3_cds_AAT48201	HOST	0.3214	0.2545	0.3974	0.2074	0.14	0.016	0.427	53.71	0.392	0.57	750	760	-1.043026	0.068421
lcl|U00096.3_cds_AAC76723	HOST	0.3244	0.2408	0.3333	0.2802	0.15	0.01	0.421	53.56	0.436	0.572	330	336	-0.751488	0.071429
lcl|U00096.3_cds_AAC76724	HOST	0.1544	0.3456	0.2614	0.4337	0.155	0.063	0.439	50.23	0.647	0.557	326	348	-0.126724	0.097701
lcl|U00096.3_cds_AAC76725	HOST	0.3282	0.2901	0.3547	0.2012	0.181	0.039	0.447	54.24	0.419	0.57	432	438	-0.659817	0.070776
lcl|U00096.3_cds_AAC76726	HOST	0.2368	0.3158	0.25	0.4062	0.245	0.183	0.548	39.74	0.595	0.566	42	43	-0.686047	0.139535
lcl|U00096.3_cds_AAC76727	HOST	0.35	0.25	0.25	0.2935	0.224	0.146	0.505	49.63	0.468	0.581	111	113	-0.70177	0.061947
lcl|U00096.3_cds_ABD18707	HOST	0.2597	0.2987	0.2941	0.3175	0.151	-0.01	0.373	61	0.518	0.553	83	85	-0.071765	0.070588
lcl|U00096.3_cds_AAC76728	HOST	0.1932	0.31	0.3239	0.315	0.142	0.042	0.424	55.95	0.544	0.547	500	525	-0.298095	0.057143
lcl|U00096.3_cds_AAC76729	HOST	0.3514	0.2687	0.2831	0.2348	0.15	0.05	0.453	48.66	0.44	0.593	411	421	-1.133017	0.076009
lcl|U00096.3_cds_AAC76730	HOST	0.5	0.1875	0.5714	0.1429	0.146	-0.289	0.238	*****	0.238	0.362	21	23	-0.591304	0.130435
lcl|U00096.3_cds_AAC76731	HOST	0.3435	0.2519	0.3805	0.2104	0.139	-0.004	0.41	55.18	0.389	0.532	432	441	-0.926531	0.086168
lcl|U00096.3_cds_AAC76732	HOST	0.3531	0.3666	0.1683	0.3086	0.279	0.133	0.486	51.51	0.542	0.466	397	415	0.913735	0.151807
lcl|U00096.3_cds_AAC76733	HOST	0.4545	0.3125	0.1364	0.251	0.244	0.125	0.493	49.07	0.469	0.545	369	376	-0.407447	0.12234
lcl|U00096.3_cds_AAC76734	HOST	0.2672	0.2996	0.2246	0.4709	0.306	0.25	0.547	44.52	0.601	0.524	298	319	-0.225705	0.087774
lcl|U00096.3_cds_AAC76735	HOST	0.3564	0.2921	0.3353	0.2339	0.214	0.099	0.489	56.75	0.432	0.541	229	238	-0.852941	0.10084
lcl|U00096.3_cds_AAC76736	HOST	0.3041	0.3041	0.2185	0.413	0.395	0.319	0.594	43.18	0.567	0.53	180	188	0.059574	0.058511
lcl|U00096.3_cds_AAC76737	HOST	0.2101	0.2493	0.2803	0.4	0.146	0.078	0.428	50.25	0.564	0.56	374	408	0.317402	0.112745
lcl|U00096.3_cds_AAC76738	HOST	0.3777	0.2713	0.3782	0.1678	0.158	0.013	0.422	54.93	0.369	0.494	206	211	-0.538863	0.118483
lcl|U00096.3_cds_AAC76739	HOST	0.5072	0.2391	0.2083	0.25	0.205	-0.008	0.425	49.86	0.384	0.445	146	152	-0.3375	0.131579
lcl|U00096.3_cds_AAC76740	HOST	0.3121	0.2484	0.2081	0.4375	0.175	0.043	0.411	61	0.543	0.452	175	188	0.445213	0.047872
lcl|U00096.3_cds_AAT48202	HOST	0.3724	0.2551	0.3727	0.2115	0.164	-0.006	0.421	54.77	0.384	0.526	216	220	-0.917727	0.104545
lcl|U00096.3_cds_AAC76742	HOST	0.3478	0.3012	0.3686	0.2186	0.171	-0.031	0.417	57.21	0.423	0.525	357	364	-0.727747	0.115385
lcl|U00096.3_cds_AAC76743	HOST	0.2734	0.1846	0.3318	0.3852	0.128	-0.028	0.364	57.42	0.465	0.462	484	519	0.136802	0.055877
lcl|U00096.3_cds_AAC76744	HOST	0.3394	0.2358	0.4114	0.2205	0.141	-0.065	0.381	53.11	0.377	0.502	430	445	-0.656405	0.096629
lcl|U00096.3_cds_AAC76745	HOST	0.2244	0.2425	0.3118	0.4098	0.155	0.006	0.396	53.47	0.54	0.528	548	593	-0.157167	0.112985
lcl|U00096.3_cds_AAC76746	HOST	0.4253	0.1629	0.4175	0.2246	0.179	-0.096	0.375	46.75	0.308	0.447	253	259	-0.520463	0.100386
lcl|U00096.3_cds_AAC76747	HOST	0.306	0.4098	0.1534	0.4487	0.471	0.41	0.658	36.48	0.636	0.528	228	241	-0.272199	0.049793
lcl|U00096.3_cds_AAC76748	HOST	0.1946	0.2851	0.3216	0.3523	0.16	0.038	0.424	56.54	0.55	0.533	238	247	-0.212146	0.052632
lcl|U00096.3_cds_AAC76749	HOST	0.4389	0.3206	0.199	0.2211	0.269	0.102	0.489	49	0.45	0.577	280	286	-0.374476	0.08042
lcl|U00096.3_cds_AAC76750	HOST	0.4839	0.2903	0.2009	0.2019	0.217	0.055	0.452	50.15	0.409	0.559	301	310	-0.715484	0.116129
lcl|U00096.3_cds_AAC76751	HOST	0.1845	0.2177	0.32	0.4286	0.143	-0.007	0.383	55.43	0.556	0.527	311	331	-0.243202	0.048338
lcl|U00096.3_cds_AAC76752	HOST	0.1667	0.3374	0.2382	0.4347	0.149	0.035	0.412	55.85	0.65	0.551	534	581	0.028055	0.075732
lcl|U00096.3_cds_AAC76753	HOST	0.3449	0.2513	0.3811	0.2442	0.177	0.067	0.473	55.52	0.406	0.552	414	426	-1.15892	0.084507
lcl|U00096.3_cds_AAC76754	HOST	0.1161	0.3125	0.2661	0.4717	0.19	0.038	0.433	47.92	0.669	0.567	127	134	-0.352985	0.08209
lcl|U00096.3_cds_AAC76755	HOST	0.1575	0.3149	0.2385	0.4331	0.162	0.013	0.4	50.05	0.653	0.561	403	440	-0.261591	0.104545
lcl|U00096.3_cds_AAC76756	HOST	0.2682	0.4409	0.1802	0.3636	0.436	0.388	0.643	40.01	0.636	0.537	272	287	-0.227178	0.059233
lcl|U00096.3_cds_AAC76757	HOST	0.3532	0.389	0.2062	0.2785	0.667	0.613	0.775	32.42	0.534	0.535	502	513	-0.044834	0.060429
lcl|U00096.3_cds_AAC76758	HOST	0.3926	0.3333	0.2378	0.2782	0.374	0.21	0.538	45.72	0.485	0.522	169	177	0.062712	0.045198
lcl|U00096.3_cds_AAC76759	HOST	0.0984	0.2951	0.2698	0.5122	0.119	-0.013	0.386	52.5	0.683	0.539	145	152	-0.820395	0.059211
lcl|U00096.3_cds_AAC76760	HOST	0.1379	0.3276	0.25	0.449	0.154	0.013	0.387	52.51	0.661	0.562	62	73	0.621918	0.150685
lcl|U00096.3_cds_AAC76761	HOST	0.25	0.3349	0.3086	0.3012	0.224	0.108	0.482	54.98	0.531	0.523	228	249	-0.046988	0.128514
lcl|U00096.3_cds_AAC76762	HOST	0.5636	0.2455	0.1569	0.1753	0.315	0.213	0.549	47.33	0.361	0.535	122	124	-0.23871	0.072581
lcl|U00096.3_cds_AAC76763	HOST	0.1728	0.4136	0.2714	0.408	0.173	0.099	0.467	59.39	0.641	0.495	184	200	0.1705	0.11
lcl|U00096.3_cds_AAC76764	HOST	0.1434	0.3508	0.2609	0.4115	0.137	0.04	0.411	52.49	0.647	0.556	567	604	-0.119536	0.066225
lcl|U00096.3_cds_AAC76765	HOST	0.3089	0.2927	0.3981	0.2143	0.123	0.008	0.434	53.15	0.419	0.517	136	140	-1.065	0.121429
lcl|U00096.3_cds_AAC76766	HOST	0.3984	0.2439	0.4	0.2178	0.173	-0.056	0.392	57.45	0.364	0.506	143	145	-1.337241	0.075862
lcl|U00096.3_cds_AAC76767	HOST	0.1679	0.3855	0.1867	0.4298	0.145	0.032	0.427	53.58	0.691	0.581	288	313	-0.118211	0.089457
lcl|U00096.3_cds_AAT48203	HOST	0.3089	0.3062	0.2618	0.3736	0.293	0.193	0.517	48.67	0.535	0.529	460	483	-0.306211	0.076605
lcl|U00096.3_cds_AAC76769	HOST	0.3632	0.3132	0.2793	0.2976	0.319	0.235	0.544	45.63	0.479	0.498	480	498	-0.219478	0.072289
lcl|U00096.3_cds_AAT48204	HOST	0.2564	0.288	0.2807	0.3587	0.145	0.032	0.418	58	0.538	0.532	543	581	-0.031842	0.096386
lcl|U00096.3_cds_AAC76771	HOST	0.1636	0.3273	0.3762	0.3587	0.149	0.12	0.464	52.11	0.552	0.488	125	134	-0.340299	0.089552
lcl|U00096.3_cds_AAC76772	HOST	0.4005	0.2306	0.3459	0.2266	0.156	-0.046	0.399	52.61	0.374	0.535	454	469	-1.046695	0.098081
lcl|U00096.3_cds_AAC76773	HOST	0.464	0.2986	0.2196	0.2029	0.242	0.14	0.508	50.48	0.415	0.546	301	312	-0.710577	0.108974
lcl|U00096.3_cds_AAC76774	HOST	0.3277	0.3319	0.2152	0.3705	0.479	0.414	0.661	43.08	0.557	0.529	289	296	-0.030743	0.033784
lcl|U00096.3_cds_AAC76775	HOST	0.4186	0.2636	0.2403	0.2821	0.348	0.214	0.543	49.28	0.441	0.52	304	309	0.045631	0.035599
lcl|U00096.3_cds_AAC76776	HOST	0.3755	0.3011	0.2471	0.3051	0.324	0.263	0.565	47.11	0.483	0.507	317	330	-0.181515	0.060606
lcl|U00096.3_cds_AAC76777	HOST	0.4582	0.2983	0.1894	0.265	0.239	0.066	0.47	51.76	0.445	0.506	449	458	-0.616375	0.124454
lcl|U00096.3_cds_AAT48205	HOST	0.3608	0.2887	0.3473	0.1887	0.211	0.035	0.453	56.03	0.402	0.508	214	218	-0.553211	0.09633
lcl|U00096.3_cds_AAT48206	HOST	0.3406	0.2664	0.3646	0.2287	0.214	0.08	0.48	60.37	0.413	0.509	252	256	-0.377344	0.09375
lcl|U00096.3_cds_AAC77485	HOST	0.2174	0.2935	0.2558	0.4474	0.17	0.03	0.408	56.02	0.592	0.489	103	109	0.076147	0.045872
lcl|U00096.3_cds_AAC77486	HOST	0.3413	0.2981	0.2865	0.2633	0.182	0.053	0.464	55.63	0.466	0.536	457	464	-0.839224	0.064655
lcl|U00096.3_cds_AAC77487	HOST	0.0952	0.381	0.25	0.5	0.145	0.157	0.48	43	0.72	0.571	25	28	-0.203571	0.178571
lcl|U00096.3_cds_ACO60011	HOST	0.1429	0.4286	0.5	0.375	0.158	-0.021	0.467	*****	0.6	0.396	15	16	-0.875	0.1875
lcl|U00096.3_cds_3710_[ge	HOST	0.2014	0.3135	0.2403	0.4426	0.191	0.065	0.446	54.12	0.623	0.561	480	522	-0.261111	0.088123
lcl|U00096.3_cds_AAC77489	HOST	0.2174	0.3188	0.3103	0.3922	0.178	0.072	0.453	57.79	0.56	0.514	75	81	-0.130864	0.098765
lcl|U00096.3_cds_AAT48207	HOST	0.3333	0.2759	0.323	0.2297	0.144	-0.004	0.406	59.69	0.435	0.567	283	292	-0.740069	0.085616
lcl|U00096.3_cds_AAT48208	HOST	0.1537	0.2754	0.2741	0.4471	0.137	-0.022	0.383	52.74	0.621	0.576	549	590	-0.199322	0.076271
lcl|U00096.3_cds_AAC77492	HOST	0.1814	0.3198	0.1865	0.485	0.179	0.116	0.489	50.71	0.678	0.601	460	491	-0.515886	0.081466
lcl|U00096.3_cds_AAC77493	HOST	0.3608	0.2824	0.2915	0.2018	0.218	0.102	0.487	53.96	0.425	0.6	273	280	-0.523571	0.060714
lcl|U00096.3_cds_AAC76779	HOST	0.1737	0.2868	0.2576	0.4548	0.163	0.057	0.436	51.06	0.625	0.554	424	458	-0.308734	0.072052
lcl|U00096.3_cds_AAC76780	HOST	0.1974	0.3421	0.2941	0.3871	0.131	-0.074	0.376	61	0.588	0.529	85	92	-0.527174	0.130435
lcl|U00096.3_cds_3718_[ge	HOST	0.2143	0.2589	0.4537	0.2772	0.173	-0.087	0.362	51.73	0.438	0.444	130	142	-0.06338	0.084507
lcl|U00096.3_cds_AAT48209	HOST	0.3583	0.234	0.3649	0.2227	0.19	0.066	0.462	54.64	0.385	0.56	613	625	-0.74112	0.0704
lcl|U00096.3_cds_AAT48210	HOST	0.3607	0.2436	0.3249	0.2443	0.198	0.037	0.457	54.04	0.413	0.554	460	468	-0.631197	0.076923
lcl|U00096.3_cds_AAC76785	HOST	0.1627	0.3645	0.2625	0.3906	0.189	0.118	0.461	55.36	0.632	0.539	375	402	-0.002736	0.097015
lcl|U00096.3_cds_AAC76786	HOST	0.1566	0.2651	0.3095	0.4375	0.149	-0.065	0.375	57.86	0.594	0.524	96	103	-0.292233	0.067961
lcl|U00096.3_cds_AAC76788	HOST	0.3876	0.2574	0.3821	0.1905	0.149	-0.049	0.401	52.78	0.369	0.529	377	390	-1.144103	0.115385
lcl|U00096.3_cds_AAC76789	HOST	0.2484	0.2614	0.3111	0.3413	0.156	-0.03	0.371	57.07	0.509	0.509	326	348	0.51408	0.097701
lcl|U00096.3_cds_AAC76790	HOST	0.3345	0.2897	0.3678	0.2203	0.206	0.093	0.484	52.12	0.422	0.544	322	331	-0.554683	0.096677
lcl|U00096.3_cds_AAT48211	HOST	0.3668	0.2696	0.3636	0.1923	0.206	0.088	0.487	57.5	0.39	0.543	349	358	-0.861173	0.078212
lcl|U00096.3_cds_AAT48212	HOST	0.3693	0.2869	0.3219	0.2042	0.197	0.046	0.456	55.09	0.417	0.561	384	393	-0.861323	0.086514
lcl|U00096.3_cds_AAT48213	HOST	0.3171	0.2892	0.3478	0.2308	0.187	0.084	0.467	60.2	0.439	0.564	319	328	-0.593902	0.073171
lcl|U00096.3_cds_AAC76794	HOST	0.2987	0.3853	0.1472	0.434	0.413	0.331	0.609	43.75	0.637	0.552	284	293	-0.186007	0.109215
lcl|U00096.3_cds_AAT48214	HOST	0.2973	0.3622	0.2516	0.2953	0.217	0.095	0.483	57.72	0.541	0.576	205	210	-0.471905	0.066667
lcl|U00096.3_cds_AAC76796	HOST	0.2098	0.2852	0.2867	0.3806	0.163	0.056	0.436	55.53	0.564	0.555	335	361	-0.122161	0.072022
lcl|U00096.3_cds_AAC76797	HOST	0.2818	0.2667	0.2357	0.3893	0.164	0.051	0.427	55.78	0.544	0.555	349	391	0.042455	0.13555
lcl|U00096.3_cds_AAT48215	HOST	0.3253	0.3151	0.1894	0.4435	0.281	0.155	0.504	50.99	0.582	0.529	347	359	-0.13844	0.108635
lcl|U00096.3_cds_AAC76800	HOST	0.5179	0.2092	0.1951	0.2406	0.219	0.102	0.46	47.44	0.373	0.536	426	436	-0.041743	0.094037
lcl|U00096.3_cds_AAC76801	HOST	0.3526	0.3263	0.199	0.3687	0.367	0.287	0.579	50.04	0.549	0.533	233	246	-0.321545	0.089431
lcl|U00096.3_cds_AAT48216	HOST	0.4712	0.2531	0.2222	0.2338	0.22	0.083	0.462	52.26	0.401	0.546	431	450	-0.572667	0.108889
lcl|U00096.3_cds_AAT48217	HOST	0.3324	0.2303	0.3805	0.2334	0.196	0.046	0.448	51.58	0.391	0.552	373	385	-0.335584	0.083117
lcl|U00096.3_cds_AAC76804	HOST	0.3026	0.3026	0.3894	0.1854	0.159	-0.001	0.417	53.28	0.417	0.557	508	521	-0.80499	0.078695
lcl|U00096.3_cds_AAC76805	HOST	0.1254	0.4244	0.2545	0.4206	0.177	0.096	0.47	46.84	0.686	0.563	347	379	-0.365435	0.08971
lcl|U00096.3_cds_AAC76806	HOST	0.2848	0.3437	0.3931	0.1713	0.213	0.139	0.519	55.49	0.437	0.559	366	369	-1.120867	0.073171
lcl|U00096.3_cds_AAC76807	HOST	0.1952	0.3905	0.1824	0.4516	0.175	0.093	0.455	54.58	0.679	0.542	224	236	-0.19322	0.114407
lcl|U00096.3_cds_AAT48218	HOST	0.347	0.2575	0.2814	0.2763	0.141	0.022	0.438	58.19	0.455	0.582	290	295	-1.141017	0.067797
lcl|U00096.3_cds_AAC76809	HOST	0.2307	0.3404	0.252	0.3514	0.178	0.069	0.45	56.17	0.578	0.53	766	814	0.064373	0.087224
lcl|U00096.3_cds_AAC76810	HOST	0.2625	0.5125	0.2055	0.3538	0.536	0.451	0.69	35.39	0.64	0.544	100	106	-0.59151	0.103774
lcl|U00096.3_cds_ABD18710	HOST	0.1818	0.3455	0.2885	0.3617	0.137	0.118	0.459	47.69	0.59	0.548	61	62	-0.719355	0.032258
lcl|U00096.3_cds_AAC76812	HOST	0.1651	0.3257	0.2211	0.4696	0.17	0.151	0.492	50.15	0.661	0.564	236	263	0.202281	0.136882
lcl|U00096.3_cds_AAC76813	HOST	0.1587	0.4444	0.2188	0.3904	0.198	0.146	0.5	49.92	0.684	0.568	206	227	-0.009692	0.136564
lcl|U00096.3_cds_AAC76814	HOST	0.3595	0.2149	0.3591	0.2477	0.174	-0.049	0.408	54.59	0.39	0.565	272	278	-0.609712	0.079137
lcl|U00096.3_cds_AAC76815	HOST	0.2667	0.3538	0.1966	0.4303	0.314	0.246	0.555	45.51	0.617	0.56	227	238	-0.328571	0.092437
lcl|U00096.3_cds_AAC76816	HOST	0.2405	0.4159	0.1596	0.4533	0.387	0.354	0.624	41.96	0.678	0.578	683	720	-0.457917	0.080556
lcl|U00096.3_cds_AAT48219	HOST	0.3902	0.2537	0.3684	0.2047	0.204	0.045	0.452	54.52	0.378	0.504	230	236	-0.79322	0.09322
lcl|U00096.3_cds_AAC76819	HOST	0.4037	0.2037	0.3485	0.1803	0.151	-0.007	0.403	47.36	0.334	0.548	290	296	-0.588176	0.077703
lcl|U00096.3_cds_AAC76820	HOST	0.5	0.2174	0.3462	0.2308	0.214	0.032	0.444	51.54	0.324	0.37	108	117	-0.006838	0.153846
lcl|U00096.3_cds_AAC76821	HOST	0.537	0.2315	0.3279	0.2453	0.198	-0.129	0.353	61	0.328	0.336	116	120	-0.15	0.291667
lcl|U00096.3_cds_AAT48220	HOST	0.4847	0.2634	0.2513	0.1832	0.258	0.083	0.468	52.21	0.371	0.514	280	289	-0.265398	0.124567
lcl|U00096.3_cds_AAC76823	HOST	0.1818	0.2975	0.3028	0.4257	0.182	0.022	0.41	58.94	0.59	0.544	134	149	0.169799	0.134228
lcl|U00096.3_cds_AAC76824	HOST	0.3042	0.2458	0.3935	0.2476	0.147	0.041	0.424	58.82	0.413	0.537	269	272	-0.295956	0.077206
lcl|U00096.3_cds_AAT48221	HOST	0.1738	0.3661	0.2523	0.3867	0.167	0.094	0.464	54.81	0.632	0.562	532	582	-0.138488	0.094502
lcl|U00096.3_cds_AAT48222	HOST	0.2339	0.2632	0.2649	0.4014	0.158	0.058	0.412	57.45	0.56	0.538	182	195	0.421026	0.117949
lcl|U00096.3_cds_AAT48223	HOST	0.3023	0.2616	0.1796	0.449	0.241	0.121	0.472	48.66	0.575	0.523	193	206	0.737864	0.101942
lcl|U00096.3_cds_AAT48224	HOST	0.2109	0.3527	0.2186	0.393	0.224	0.189	0.518	53.92	0.625	0.55	299	329	0.044377	0.097264
lcl|U00096.3_cds_AAT48225	HOST	0.3632	0.2287	0.3958	0.1915	0.148	0.006	0.422	53.28	0.357	0.54	244	252	-0.696429	0.09127
lcl|U00096.3_cds_AAC76830	HOST	0.2773	0.332	0.1096	0.4776	0.351	0.247	0.543	43.7	0.656	0.557	276	299	0.646488	0.147157
lcl|U00096.3_cds_AAC76831	HOST	0.1899	0.438	0.2232	0.3463	0.199	0.208	0.53	50.25	0.65	0.58	283	301	-0.481063	0.089701
lcl|U00096.3_cds_AAC76832	HOST	0.3317	0.2746	0.3495	0.2131	0.199	0.101	0.488	56.66	0.418	0.58	694	713	-0.720056	0.060309
lcl|U00096.3_cds_AAT48226	HOST	0.3451	0.3186	0.2206	0.3457	0.33	0.138	0.5	48.26	0.527	0.547	260	271	-0.209594	0.088561
lcl|U00096.3_cds_AAC76834	HOST	0.1608	0.2915	0.2835	0.3978	0.127	0.048	0.402	58.38	0.603	0.552	219	244	0.152459	0.094262
lcl|U00096.3_cds_AAC76835	HOST	0.1499	0.3951	0.2776	0.367	0.166	0.074	0.457	51.93	0.634	0.54	418	456	-0.321711	0.078947
lcl|U00096.3_cds_AAT48227	HOST	0.3902	0.2537	0.3616	0.1905	0.183	0.05	0.447	61	0.368	0.541	228	238	-0.741597	0.105042
lcl|U00096.3_cds_AAC76837	HOST	0.3584	0.289	0.2733	0.2297	0.188	0.127	0.503	59.75	0.449	0.581	187	190	-0.741579	0.057895
lcl|U00096.3_cds_AAC76838	HOST	0.233	0.3416	0.2656	0.3835	0.172	0.039	0.438	58.58	0.582	0.51	491	524	-0.085878	0.116412
lcl|U00096.3_cds_AAC76839	HOST	0.4603	0.3175	0.2254	0.3333	0.413	0.204	0.558	61	0.477	0.461	86	89	-0.469663	0.044944
lcl|U00096.3_cds_AAT48228	HOST	0.2615	0.2692	0.2449	0.4437	0.331	0.208	0.536	51.15	0.583	0.558	168	171	-0.366667	0.035088
lcl|U00096.3_cds_AAC76842	HOST	0.2477	0.3119	0.2041	0.4802	0.372	0.267	0.555	46.33	0.619	0.518	247	258	0.748837	0.131783
lcl|U00096.3_cds_AAT48229	HOST	0.3555	0.2701	0.2245	0.4011	0.303	0.17	0.514	50.42	0.522	0.544	249	260	-0.156154	0.076923
lcl|U00096.3_cds_AAC76845	HOST	0.3178	0.3643	0.246	0.3421	0.294	0.152	0.5	51.97	0.544	0.5	158	162	-0.140741	0.092593
lcl|U00096.3_cds_AAC76846	HOST	0.3283	0.3108	0.1989	0.4203	0.353	0.244	0.553	45.17	0.568	0.539	474	497	-0.24829	0.090543
lcl|U00096.3_cds_AAC76847	HOST	0.2235	0.3017	0.2229	0.4313	0.17	0.054	0.431	50.43	0.609	0.543	202	221	0.09276	0.095023
lcl|U00096.3_cds_AAT48230	HOST	0.1392	0.3107	0.2431	0.4582	0.135	0.014	0.391	49.91	0.663	0.596	335	368	-0.104891	0.092391
lcl|U00096.3_cds_AAC76849	HOST	0.3614	0.269	0.349	0.1949	0.15	0.034	0.441	52.45	0.395	0.571	681	694	-1.222334	0.060519
lcl|U00096.3_cds_AAC76850	HOST	0.1737	0.3361	0.2827	0.3787	0.18	0.091	0.465	51.92	0.602	0.547	389	426	-0.279578	0.077465
lcl|U00096.3_cds_AAC76851	HOST	0.2061	0.2606	0.2177	0.5109	0.134	0.027	0.419	51.05	0.631	0.582	179	193	-0.404145	0.07772
lcl|U00096.3_cds_AAT48231	HOST	0.2383	0.2654	0.3114	0.3443	0.134	0.028	0.408	57.09	0.52	0.54	429	464	0.191164	0.107759
lcl|U00096.3_cds_AAC76853	HOST	0.2941	0.281	0.447	0.2171	0.178	0.037	0.446	59.92	0.406	0.522	175	178	-0.624719	0.089888
lcl|U00096.3_cds_AAC76854	HOST	0.1639	0.3361	0.3277	0.4259	0.156	0.068	0.445	61	0.596	0.498	146	166	-0.322289	0.114458
lcl|U00096.3_cds_AAC76855	HOST	0.3871	0.2258	0.3264	0.2971	0.266	0.076	0.448	50.21	0.415	0.502	183	194	-0.179381	0.06701
lcl|U00096.3_cds_AAC76856	HOST	0.2258	0.3871	0.2131	0.4386	0.196	0.115	0.487	42.28	0.645	0.484	76	82	-0.491464	0.060976
lcl|U00096.3_cds_AAC76857	HOST	0.4147	0.2752	0.2802	0.3088	0.27	0.121	0.484	48.13	0.445	0.488	310	328	-0.316768	0.125
lcl|U00096.3_cds_AAC76858	HOST	0.4052	0.2549	0.2403	0.4054	0.575	0.469	0.697	36.78	0.5	0.482	198	208	-0.130769	0.110577
lcl|U00096.3_cds_AAC76859	HOST	0.2353	0.2325	0.3671	0.4089	0.133	-0.089	0.336	55.28	0.5	0.428	422	449	-0.074833	0.057906
lcl|U00096.3_cds_AAC76860	HOST	0.2713	0.3488	0.3206	0.2727	0.181	0.061	0.442	57.57	0.507	0.464	278	295	0.288475	0.138983
lcl|U00096.3_cds_AAC76861	HOST	0.3446	0.2939	0.388	0.159	0.185	0.044	0.461	53.18	0.386	0.54	852	871	-0.817107	0.068886
lcl|U00096.3_cds_AAC76862	HOST	0.3312	0.2866	0.2289	0.4125	0.39	0.313	0.597	45.17	0.552	0.519	201	210	-0.437619	0.061905
lcl|U00096.3_cds_AAC76863	HOST	0.1261	0.4118	0.3167	0.3879	0.17	-0.05	0.388	43.07	0.639	0.533	147	164	-0.681098	0.073171
